Current Attendence Sheet Data of FDN12513  |  All Type


-,2019-07-29-13:00:00-Lect-1H-ng,2019-07-31-13:00:00-Lect-2H-ng,2019-08-05-13:00:00-Lect-1H-ng,2019-08-07-13:00:00-Lect-2H-ng,2019-08-19-13:00:00-Lect-1H-ng,2019-08-21-13:00:00-Lect-2H-ng,2019-12-09-12:00:00-Lect-1H-ng,2019-12-16-12:00:00-Lect-1H-ng,2019-12-18-13:00:00-Lect-2H-ng,2019-12-23-13:00:00-Lect-1H-ng,2020-01-01-13:00:00-Lect-2H-ng,2020-01-06-13:00:00-Lect-1H-ng,2020-01-08-13:00:00-Lect-2H-ng,2020-01-13-13:00:00-Lect-1H-ng,2020-01-20-13:00:00-Lect-1H-ng,2020-01-22-13:00:00-Lect-2H-ng,2020-01-27-13:00:00-Lect-1H-ng,2020-01-29-13:00:00-Lect-2H-ng,2020-02-03-13:00:00-Lect-1H-ng,2020-02-05-13:00:00-Lect-2H-ng,2020-02-10-13:00:00-Lect-1H-ng,2020-02-12-13:00:00-Lect-2H-ng,2020-02-17-13:00:00-Lect-1H-ng,2020-02-19-13:00:00-Lect-2H-ng,%
HS/2018/16805,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,69 %,
HS/2018/16806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,97 %,
HS/2018/16807,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,86 %,
HS/2018/16808,0,0,1,0,1,1,M,1,1,1,M,1,1,1,M,1,1,M,1,M,1,1,1,1,86 %,
HS/2018/16809,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,71 %,
HS/2018/16810,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16811,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16812,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,89 %,
HS/2018/16814,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,46 %,
HS/2018/16815,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,89 %,
HS/2018/16816,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16817,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,89 %,
HS/2018/16818,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,86 %,
HS/2018/16819,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16820,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,60 %,
HS/2018/16821,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,86 %,
HS/2018/16822,M,M,M,M,1,1,M,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,89 %,
HS/2018/16823,M,M,0,0,M,M,1,M,0,1,1,1,1,1,1,M,1,1,1,0,1,M,1,1,80 %,
HS/2018/16824,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,86 %,
HS/2018/16825,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,89 %,
HS/2018/16826,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,83 %,
HS/2018/16827,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,80 %,
HS/2018/16828,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16829,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,94 %,
HS/2018/16830,0,0,1,1,1,1,M,1,1,M,0,1,1,0,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16831,1,0,1,1,1,1,1,0,1,0,M,M,M,M,1,1,1,1,M,1,1,1,1,1,89 %,
HS/2018/16832,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,86 %,
HS/2018/16833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,86 %,
HS/2018/16834,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,80 %,
HS/2018/16835,M,M,M,M,M,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,86 %,
HS/2018/16836,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,26 %,
HS/2018/16838,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,86 %,
HS/2018/16839,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,43 %,
HS/2018/16840,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,57 %,
HS/2018/16841,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16842,0,1,1,1,1,M,1,M,M,1,1,1,1,0,1,0,0,1,1,1,M,M,0,1,83 %,
HS/2018/16843,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16844,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,M,M,M,1,1,94 %,
HS/2018/16845,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16846,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16847,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,91 %,
HS/2018/16848,M,M,1,M,1,M,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,83 %,
HS/2018/16849,1,1,M,1,1,M,1,M,M,1,1,M,1,M,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/16850,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,89 %,
HS/2018/16851,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,63 %,
HS/2018/16852,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16853,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,86 %,
HS/2018/16854,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,89 %,
HS/2018/16855,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,66 %,
HS/2018/16856,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,86 %,
HS/2018/16857,0,0,1,1,1,0,1,1,1,M,1,1,1,M,1,1,1,1,0,1,1,1,1,1,83 %,
HS/2018/16858,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,86 %,
HS/2018/16859,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,86 %,
HS/2018/16860,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,89 %,
HS/2018/16861,M,M,1,0,1,M,1,1,1,0,1,1,M,M,1,1,1,1,0,1,1,1,1,1,89 %,
HS/2018/16862,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,86 %,
HS/2018/16863,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,66 %,
HS/2018/16864,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,83 %,
HS/2018/16865,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,69 %,
HS/2018/16866,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16867,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16868,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,77 %,
HS/2018/16869,M,M,0,1,1,M,1,0,1,M,M,1,1,0,1,1,1,1,0,1,1,1,1,0,83 %,
HS/2018/16870,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,86 %,
HS/2018/16871,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,69 %,
HS/2018/16872,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16873,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16874,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,80 %,
HS/2018/16875,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,86 %,
HS/2018/16876,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,86 %,
HS/2018/16877,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16878,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,69 %,
HS/2018/16879,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,63 %,
HS/2018/16880,M,1,1,M,1,1,M,1,1,0,1,1,0,0,1,1,1,1,0,1,0,M,1,1,83 %,
HS/2018/16881,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,80 %,
HS/2018/16882,0,0,0,1,1,0,1,1,E,E,1,1,1,1,1,E,E,1,E,E,0,0,1,0,69 %,
HS/2018/16883,0,0,0,M,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,83 %,
HS/2018/16884,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,91 %,
HS/2018/16885,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,86 %,
HS/2018/16886,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,83 %,
HS/2018/16887,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,E,1,1,0,1,69 %,
HS/2018/16888,M,0,1,1,1,1,1,1,1,1,1,M,1,1,1,M,1,1,1,1,M,M,0,0,86 %,
HS/2018/16889,0,1,1,M,1,M,1,0,1,0,1,M,M,0,1,M,0,1,M,M,1,1,1,1,86 %,
HS/2018/16890,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16891,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,97 %,
HS/2018/16892,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,80 %,
HS/2018/16893,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,80 %,
HS/2018/16894,M,M,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,80 %,
HS/2018/16895,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,M,1,89 %,
HS/2018/16896,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,M,1,M,1,1,1,1,1,89 %,
HS/2018/16897,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,83 %,
HS/2018/16898,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16899,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,89 %,
HS/2018/16900,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16901,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,89 %,
HS/2018/16902,M,M,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16904,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16905,M,M,1,1,1,1,1,1,0,1,1,1,1,1,M,M,1,1,1,0,1,1,1,1,89 %,
HS/2018/16906,M,M,1,0,1,1,1,1,1,1,1,M,M,1,1,1,1,1,1,1,1,1,0,0,86 %,
HS/2018/16907,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,91 %,
HS/2018/16908,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,80 %,
HS/2018/16909,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,83 %,
HS/2018/16910,M,M,M,M,1,M,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,86 %,
HS/2018/16911,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,86 %,
HS/2018/16912,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16913,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,89 %,
HS/2018/16914,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,66 %,
HS/2018/16915,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,80 %,
HS/2018/16916,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,86 %,
HS/2018/16917,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,91 %,
HS/2018/16918,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,83 %,
HS/2018/16919,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16920,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,69 %,
HS/2018/16921,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,M,1,1,1,1,74 %,
HS/2018/16922,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,74 %,
HS/2018/16923,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,77 %,
HS/2018/16924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/16925,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,86 %,
HS/2018/16926,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16927,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16928,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,69 %,
HS/2018/16929,M,M,M,M,1,1,0,0,1,1,M,1,1,0,1,M,1,1,1,1,0,1,1,1,89 %,
HS/2018/16930,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,86 %,
HS/2018/16932,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,M,M,1,71 %,
HS/2018/16933,1,1,1,1,1,M,1,1,1,1,1,M,1,0,1,1,M,1,1,1,1,M,M,1,97 %,
HS/2018/16936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/16937,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16938,M,M,1,0,1,1,1,M,1,M,M,1,1,M,1,1,1,1,0,1,0,1,1,0,83 %,
HS/2018/16939,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74 %,
HS/2018/16940,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,49 %,
HS/2018/16941,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,77 %,
HS/2018/16942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/16943,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,77 %,
HS/2018/16944,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,89 %,
HS/2018/16945,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,43 %,
HS/2018/16946,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,91 %,
HS/2018/16947,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,89 %,
HS/2018/16948,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,74 %,
HS/2018/16949,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,74 %,
HS/2018/16950,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16951,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,71 %,
HS/2018/16952,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16953,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16954,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16955,M,0,0,1,1,0,M,M,1,M,1,1,0,1,1,1,1,1,M,0,M,1,1,M,74 %,
HS/2018/16956,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,80 %,
HS/2018/16957,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,74 %,
HS/2018/16958,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,80 %,
HS/2018/16959,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,83 %,
HS/2018/16960,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/16961,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,89 %,
HS/2018/16962,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,71 %,
HS/2018/16963,M,M,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,M,M,1,1,1,1,83 %,
HS/2018/16964,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,83 %,
HS/2018/16965,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16966,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,E,1,1,1,1,80 %,
HS/2018/16967,M,M,1,1,1,M,M,1,1,M,1,1,M,0,0,1,1,1,0,1,0,1,1,1,89 %,
HS/2018/16968,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,80 %,
HS/2018/16969,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,94 %,
HS/2018/16970,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16971,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,71 %,
HS/2018/16972,0,0,1,0,1,1,1,1,1,1,M,1,1,1,1,1,1,1,1,1,0,M,1,1,83 %,
HS/2018/16973,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16974,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,86 %,
HS/2018/16975,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,77 %,
HS/2018/16976,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16977,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16978,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,89 %,
HS/2018/16979,1,1,1,M,1,1,1,1,1,1,1,1,M,1,1,M,1,1,1,M,1,1,1,1,100 %,
HS/2018/16980,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16981,M,M,M,M,1,1,0,0,1,1,M,1,1,0,1,0,1,1,1,1,1,1,M,M,86 %,
HS/2018/16982,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,E,1,1,1,1,74 %,
HS/2018/16983,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,71 %,
HS/2018/16984,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,71 %,
HS/2018/16985,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16986,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,86 %,
HS/2018/16988,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,49 %,
HS/2018/16989,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,69 %,
HS/2018/16990,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,80 %,
HS/2018/16991,M,M,M,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,89 %,
HS/2018/16992,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16993,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,89 %,
HS/2018/16994,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16995,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,63 %,
HS/2018/16996,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,83 %,
HS/2018/16997,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16998,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,M,M,M,1,1,1,97 %,
HS/2018/16999,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,60 %,
HS/2018/17000,M,M,1,1,1,M,M,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,89 %,
HS/2018/17001,M,M,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,77 %,
HS/2018/17002,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,89 %,
HS/2018/17003,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,91 %,
HS/2018/17004,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,91 %,
HS/2018/17005,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/17006,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,83 %,
HS/2018/17008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,89 %,
HS/2018/17009,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,51 %,
HS/2018/17010,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,86 %,
HS/2018/17011,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,83 %,
HS/2018/17012,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/17013,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/17014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/17015,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,91 %,
HS/2018/17016,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/17017,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,46 %,
HS/2018/17018,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,29 %,
HS/2018/17019,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,86 %,
HS/2018/17020,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,80 %,
HS/2018/17021,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,91 %,
HS/2018/17022,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,49 %,
HS/2018/17023,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,86 %,
HS/2018/17024,0,M,1,M,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,89 %,
HS/2018/17025,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,43 %,
HS/2018/17026,0,M,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,M,M,M,1,77 %,
HS/2018/17027,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,80 %,
HS/2018/17028,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,26 %,
