Current Attendence Sheet Data of FDN12513  |  All Type


-,2019-07-29-13:00:00-Lect-1H-ng,2019-07-31-13:00:00-Lect-2H-ng,2019-08-05-13:00:00-Lect-1H-ng,2019-08-07-13:00:00-Lect-2H-ng,2019-08-19-13:00:00-Lect-1H-ng,2019-08-21-13:00:00-Lect-2H-ng,2019-12-09-12:00:00-Lect-1H-ng,2019-12-16-12:00:00-Lect-1H-ng,2019-12-18-13:00:00-Lect-2H-ng,2019-12-23-13:00:00-Lect-1H-ng,2020-01-01-13:00:00-Lect-2H-ng,2020-01-06-13:00:00-Lect-1H-ng,2020-01-08-13:00:00-Lect-2H-ng,2020-01-13-13:00:00-Lect-1H-ng,2020-01-20-13:00:00-Lect-1H-ng,2020-01-22-13:00:00-Lect-2H-ng,2020-01-27-13:00:00-Lect-1H-ng,2020-01-29-13:00:00-Lect-2H-ng,2020-02-03-13:00:00-Lect-1H-ng,2020-02-05-13:00:00-Lect-2H-ng,2020-02-10-13:00:00-Lect-1H-ng,2020-02-12-13:00:00-Lect-2H-ng,2020-02-17-13:00:00-Lect-1H-ng,2020-02-19-13:00:00-Lect-2H-ng,%
HS/2018/17029,1,1,1,M,1,1,1,1,1,0,1,M,M,M,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/17030,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,46 %,
HS/2018/17031,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,77 %,
HS/2018/17032,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,89 %,
HS/2018/17033,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,74 %,
HS/2018/17034,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17035,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/17036,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,77 %,
HS/2018/17037,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,E,1,1,1,1,97 %,
HS/2018/17038,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,80 %,
HS/2018/17039,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17 %,
HS/2018/17040,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/17041,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,83 %,
HS/2018/17042,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,91 %,
HS/2018/17043,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,83 %,
HS/2018/17044,M,1,M,1,1,1,M,M,M,1,1,0,1,M,1,1,1,1,M,1,1,1,0,1,94 %,
HS/2018/17045,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,M,1,1,M,1,1,83 %,
HS/2018/17046,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,71 %,
HS/2018/17047,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,86 %,
HS/2018/17048,0,0,1,1,1,0,M,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,77 %,
HS/2018/17049,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,80 %,
HS/2018/17050,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,71 %,
HS/2018/17051,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/17052,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/17053,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,M,1,M,1,1,1,83 %,
HS/2018/17054,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,83 %,
HS/2018/17055,0,1,1,0,1,1,0,1,1,M,M,1,M,M,1,1,1,1,1,0,1,M,M,1,83 %,
HS/2018/17056,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,60 %,
HS/2018/17057,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17058,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,80 %,
HS/2018/17059,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,80 %,
HS/2018/17060,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,80 %,
HS/2018/17061,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,74 %,
HS/2018/17062,0,1,1,M,1,1,1,1,M,1,M,1,1,M,1,M,1,1,M,1,1,1,1,1,97 %,
HS/2018/17063,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/17064,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,M,M,1,1,1,1,86 %,
HS/2018/17065,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17066,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/17067,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,94 %,
HS/2018/17068,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,83 %,
HS/2018/17069,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,91 %,
HS/2018/17070,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,80 %,
HS/2018/17071,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,29 %,
HS/2018/17072,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,83 %,
HS/2018/17073,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/17074,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,M,M,1,1,1,1,80 %,
HS/2018/17075,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,43 %,
HS/2018/17076,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,51 %,
HS/2018/17077,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,60 %,
HS/2018/17078,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,31 %,
HS/2018/17079,M,M,M,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,83 %,
HS/2018/17080,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,69 %,
HS/2018/17081,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17082,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,46 %,
HS/2018/17083,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,89 %,
HS/2018/17084,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,83 %,
HS/2018/17086,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/17087,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,77 %,
HS/2018/17088,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,86 %,
HS/2018/17089,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,71 %,
HS/2018/17090,M,M,M,M,1,1,M,1,1,1,1,1,1,1,1,1,1,1,1,1,M,1,1,1,100 %,
HS/2018/17091,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,49 %,
HS/2018/17092,0,M,1,1,1,M,0,M,1,0,M,M,M,1,1,1,M,M,1,M,M,1,M,M,91 %,
HS/2018/17093,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,51 %,
HS/2018/17094,1,M,1,M,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,89 %,
HS/2018/17096,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/17098,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,60 %,
HS/2018/17099,1,0,M,M,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/17100,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,54 %,
HS/2018/17103,M,1,1,1,1,0,1,0,1,M,1,M,1,1,1,1,1,1,1,M,M,M,M,0,86 %,
HS/2018/17104,0,1,1,1,1,0,M,0,1,1,1,1,0,1,M,1,1,1,M,1,1,1,M,M,83 %,
HS/2018/17105,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/17106,0,M,1,1,1,M,0,M,1,M,1,M,1,1,1,1,1,1,M,1,1,1,M,0,89 %,
HS/2018/17107,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,74 %,
HS/2018/17109,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,69 %,
HS/2018/17110,M,M,1,1,1,1,M,1,1,1,1,1,M,M,1,1,1,1,1,M,1,1,1,1,100 %,
HS/2018/17111,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,34 %,
HS/2018/17112,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,37 %,
HS/2018/17113,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,63 %,
HS/2018/17114,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,43 %,
HS/2018/17115,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17116,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,83 %,
HS/2018/17117,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17118,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,77 %,
HS/2018/17119,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,43 %,
HS/2018/17120,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,91 %,
Total,267,239,409,368,469,338,355,397,430,334,417,429,412,393,434,433,444,436,290,415,397,419,416,383,
