Current Attendence Sheet Data of SUP22623  |  All Type


-,2019-07-31-14:00:00-Lect-1H-ng,2019-08-01-13:00:00-Lect-2H-ng,2019-08-07-14:00:00-Lect-1H-ng,2019-08-08-13:00:00-Lect-2H-ng,2019-08-15-13:00:00-Lect-2H-ng,2019-08-21-14:00:00-Lect-1H-ng,2019-08-22-13:00:00-Lect-2H-ng,2019-12-12-13:00:00-Lect-2H-ng,2019-12-18-14:00:00-Lect-1H-ng,2019-12-19-13:00:00-Lect-2H-ng,2019-12-24-10:00:00-Lect-2H-ng,2020-01-01-14:00:00-Lect-1H-ng,2020-01-02-13:00:00-Lect-2H-ng,2020-01-14-10:00:00-Lect-2H-ng,2020-01-16-13:00:00-Lect-2H-ng,2020-01-17-10:00:00-Lect-2H-ng,2020-01-22-14:00:00-Lect-1H-ng,2020-01-28-10:00:00-Lect-2H-ng,2020-01-29-14:00:00-Lect-1H-ng,2020-02-05-14:00:00-Lect-1H-ng,2020-02-06-13:00:00-Lect-2H-ng,2020-02-12-14:00:00-Lect-1H-ng,2020-02-20-13:00:00-Lect-2H-ng,%
HS/2017/16541,0,M,M,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,81 %,
HS/2017/16544,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,86 %,
HS/2017/16546,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,78 %,
HS/2017/16548,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,76 %,
HS/2017/16549,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,76 %,
HS/2017/16553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,95 %,
HS/2017/16556,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,M,M,1,0,1,1,1,0,76 %,
HS/2017/16565,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,76 %,
HS/2017/16566,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,86 %,
HS/2017/16569,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,86 %,
HS/2017/16571,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,73 %,
HS/2017/16572,1,E,E,E,E,E,E,E,E,1,1,E,E,1,1,E,E,0,0,0,0,0,0,76 %,
HS/2017/16573,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,89 %,
HS/2017/16575,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,81 %,
HS/2017/16580,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,81 %,
HS/2017/16581,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,78 %,
HS/2017/16583,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,84 %,
HS/2017/16585,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,86 %,
HS/2017/16587,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,81 %,
HS/2017/16588,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,81 %,
HS/2017/16590,M,M,M,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,81 %,
HS/2017/16597,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,76 %,
HS/2017/16602,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,76 %,
HS/2017/16604,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,38 %,
HS/2017/16607,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,78 %,
HS/2017/16612,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,59 %,
HS/2017/16613,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,73 %,
Total,147,182,184,227,203,165,176,201,185,224,232,172,217,215,232,175,209,220,133,134,206,186,0,
