Current Attendence Sheet Data of SUP12513  |  All Type


-,2019-08-02-09:00:00-Lect-2H-ng,2019-08-06-13:00:00-Lect-1H-ng,2019-08-09-09:00:00-Lect-2H-ng,2019-08-13-13:00:00-Lect-1H-ng,2019-08-16-09:00:00-Lect-2H-ng,2019-08-20-09:00:00-Lect-2H-ng,2019-08-23-09:00:00-Lect-2H-ng,2019-12-10-12:00:00-Lect-1H-ng,2019-12-13-09:00:00-Lect-2H-ng,2019-12-20-09:00:00-Lect-2H-ng,2019-12-27-09:00:00-Lect-2H-ng,2019-12-31-13:00:00-Lect-1H-ng,2020-01-08-17:00:00-Lect-1H-ng,2020-01-17-09:00:00-Lect-2H-ng,2020-01-22-17:00:00-Lect-2H-ng,2020-01-24-16:00:00-Lect-1H-ng,2020-01-29-17:00:00-Lect-1H-ng,2020-01-31-15:00:00-Lect-2H-ng,2020-02-05-17:00:00-Lect-1H-ng,2020-02-07-16:00:00-Lect-1H-ng,2020-02-12-12:00:00-Lect-1H-ng,2020-02-14-15:00:00-Lect-2H-ng,2020-02-18-12:00:00-Lect-1H-ng,%
HS/2018/16693,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16694,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16695,0,1,1,1,1,1,0,1,1,1,M,M,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16697,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,40 %,
HS/2018/16698,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16699,0,1,1,0,1,1,M,0,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16700,0,1,1,1,1,1,1,M,1,1,0,E,0,1,1,1,0,1,1,0,1,1,1,80 %,
HS/2018/16701,1,M,1,M,1,1,M,1,1,1,M,M,1,M,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/16702,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16703,1,1,1,0,M,1,0,0,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16704,M,1,1,M,1,1,M,0,1,1,0,E,0,1,0,1,1,1,1,1,1,1,1,83 %,
HS/2018/16705,M,1,1,1,M,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16706,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,60 %,
HS/2018/16708,M,1,1,M,1,1,M,1,1,1,0,E,1,1,1,1,1,0,1,1,1,1,1,89 %,
HS/2018/16710,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16711,1,1,1,0,1,1,0,1,1,1,1,E,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16712,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16713,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,86 %,
HS/2018/16714,M,1,1,0,1,1,0,0,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16715,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,83 %,
HS/2018/16716,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,86 %,
HS/2018/16717,0,0,1,0,1,1,0,0,1,1,0,E,1,0,1,1,1,0,1,0,1,1,1,60 %,
HS/2018/16718,1,1,1,M,1,1,M,1,1,1,M,1,0,1,1,0,0,1,0,0,1,1,1,86 %,
HS/2018/16719,1,1,1,0,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/16720,M,M,1,M,1,1,M,M,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,86 %,
HS/2018/16721,0,0,1,1,1,1,1,1,0,0,1,E,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16722,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,80 %,
HS/2018/16723,1,1,1,0,1,1,0,1,0,1,1,E,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16724,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,83 %,
HS/2018/16725,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/16726,M,0,1,1,1,1,0,0,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16728,M,1,M,M,1,1,0,0,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16729,1,1,1,0,1,1,0,1,1,1,1,1,M,0,1,M,1,1,1,1,1,1,1,86 %,
HS/2018/16730,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,83 %,
HS/2018/16731,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,86 %,
HS/2018/16732,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16733,M,1,1,M,1,1,M,M,1,1,1,E,1,1,1,M,1,1,1,1,1,1,1,100 %,
HS/2018/16734,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,80 %,
HS/2018/16735,1,1,1,M,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16736,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16737,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16738,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16739,1,M,1,M,1,1,M,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,80 %,
HS/2018/16740,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16741,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,89 %,
HS/2018/16742,M,1,1,M,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16743,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,60 %,
HS/2018/16744,M,M,1,M,M,1,M,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,89 %,
HS/2018/16745,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,63 %,
HS/2018/16746,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16747,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16748,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,80 %,
HS/2018/16749,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,83 %,
HS/2018/16750,M,1,1,M,1,1,M,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,83 %,
HS/2018/16751,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,46 %,
HS/2018/16752,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,86 %,
HS/2018/16753,1,0,1,0,1,1,0,1,1,1,0,E,0,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16754,0,1,1,0,1,1,0,0,1,1,0,E,1,0,1,0,0,1,1,0,0,1,1,60 %,
HS/2018/16755,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,80 %,
HS/2018/16756,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16757,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16758,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/16759,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,57 %,
HS/2018/16760,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16761,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,86 %,
HS/2018/16762,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16763,1,1,1,0,1,1,0,1,M,1,1,0,1,1,1,1,0,1,1,1,1,1,1,86 %,
HS/2018/16764,1,1,1,M,1,1,M,M,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,80 %,
HS/2018/16765,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16766,1,1,1,M,1,1,M,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,83 %,
HS/2018/16767,E,E,E,E,E,1,E,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,86 %,
HS/2018/16768,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16769,M,M,1,1,1,1,M,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,83 %,
HS/2018/16770,M,1,1,M,1,1,M,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16771,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,80 %,
HS/2018/16772,0,1,1,0,0,1,0,1,1,0,0,E,1,1,1,1,1,1,1,1,0,1,1,66 %,
HS/2018/16773,1,1,1,0,1,1,0,1,1,1,0,E,1,1,1,1,0,1,1,1,1,1,1,83 %,
HS/2018/16774,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16775,1,1,1,M,1,1,M,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,83 %,
HS/2018/16776,1,1,1,1,1,1,M,1,1,1,M,1,1,0,0,0,1,1,1,1,1,1,1,86 %,
HS/2018/16777,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16778,M,1,1,M,1,1,M,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,86 %,
HS/2018/16779,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16780,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,54 %,
HS/2018/16781,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16782,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16783,1,1,1,M,1,1,M,M,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,83 %,
HS/2018/16784,M,1,1,1,1,1,0,1,1,1,M,M,1,1,1,0,1,1,1,1,1,1,1,91 %,
HS/2018/16785,1,1,1,0,1,1,0,E,1,E,E,1,1,1,1,1,0,1,1,1,1,1,0,86 %,
HS/2018/16786,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,86 %,
HS/2018/16787,0,1,1,0,1,1,E,1,1,1,E,E,1,1,1,1,E,0,0,1,1,1,1,83 %,
HS/2018/16788,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,83 %,
HS/2018/16789,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16790,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,91 %,
HS/2018/16791,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16792,E,E,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16793,E,1,1,E,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,83 %,
HS/2018/16794,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,86 %,
HS/2018/16795,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,86 %,
HS/2018/16796,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,80 %,
HS/2018/16798,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,31 %,
HS/2018/16799,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,89 %,
HS/2018/16800,E,M,1,M,1,1,M,1,1,1,M,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/16801,1,1,1,0,1,1,0,1,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16802,1,1,0,0,1,1,0,0,0,1,0,E,0,0,0,1,0,1,1,0,1,1,0,49 %,
HS/2018/16803,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16804,1,M,M,M,1,1,M,M,M,M,M,E,M,M,M,M,M,M,1,M,1,1,1,100 %,
HS/2018/16805,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,57 %,
HS/2018/16806,1,1,1,0,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,0,1,1,1,94 %,
HS/2018/16807,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,83 %,
HS/2018/16808,1,1,1,E,1,1,0,1,1,1,1,0,1,1,1,M,0,1,M,1,1,1,0,86 %,
HS/2018/16809,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,60 %,
HS/2018/16810,1,1,1,0,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/16811,1,1,1,E,1,1,1,1,1,1,M,E,1,0,1,1,1,0,0,1,1,1,1,86 %,
HS/2018/16812,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,80 %,
HS/2018/16814,1,1,1,0,1,1,0,1,1,E,0,E,1,1,1,1,E,E,1,1,E,1,1,86 %,
HS/2018/16815,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16816,1,1,1,0,1,1,0,0,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16817,1,E,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16818,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,89 %,
HS/2018/16819,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16820,1,1,1,E,1,1,E,1,1,1,0,E,1,0,1,0,0,1,1,1,1,1,1,83 %,
HS/2018/16821,0,1,1,E,1,1,0,1,1,1,0,E,1,1,1,1,0,1,1,1,1,1,1,80 %,
HS/2018/16822,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,83 %,
HS/2018/16823,E,1,1,1,1,1,E,1,E,1,E,1,1,1,0,0,1,1,1,1,1,1,1,91 %,
HS/2018/16824,1,1,1,0,1,1,1,1,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16825,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,83 %,
HS/2018/16826,1,0,1,M,1,1,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/16827,E,1,1,E,1,1,E,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,83 %,
HS/2018/16828,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16829,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16830,E,1,1,1,1,1,E,1,1,1,M,M,1,M,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/16831,1,M,1,M,M,1,M,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,97 %,
HS/2018/16832,E,1,1,E,1,1,E,0,1,0,0,E,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16833,1,1,1,0,1,1,0,1,1,1,0,E,0,1,1,1,1,1,1,0,1,1,1,80 %,
HS/2018/16834,1,E,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,80 %,
HS/2018/16835,E,E,1,1,1,1,E,1,1,1,1,1,1,1,1,E,0,0,1,0,1,0,1,83 %,
HS/2018/16836,0,0,1,0,0,1,0,1,1,1,0,E,0,1,0,0,0,1,0,0,0,1,1,49 %,
HS/2018/16838,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16839,E,1,1,E,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,83 %,
HS/2018/16840,E,1,1,E,1,1,E,E,1,1,E,E,M,0,1,0,0,0,0,1,1,1,1,80 %,
HS/2018/16841,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16842,1,M,1,0,1,1,0,1,0,1,0,E,1,1,1,1,1,1,1,1,1,1,1,80 %,
